Año;Habilidad informática;Edad;Sexo;Ámbito territorial;Magnitud;Valor
2025;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Total";"Bizkaia";"%";81
2022;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Total";"Bizkaia";"%";88,1
2022;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Total";"Gipuzkoa";"%";88,4
2023;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Total";"Gipuzkoa";"%";89,5
2019;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Total";"Gipuzkoa";"%";87,9
2020;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Total";"Gipuzkoa";"%";94,1
2021;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Total";"Gipuzkoa";"%";86,1
2024;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Total";"Gipuzkoa";"%";79,5
2025;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Total";"Gipuzkoa";"%";77,1
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"C.A. de Euskadi";"%";85,3
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"C.A. de Euskadi";"%";83,5
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"C.A. de Euskadi";"%";82,8
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"C.A. de Euskadi";"%";81,3
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"C.A. de Euskadi";"%";80,6
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"C.A. de Euskadi";"%";79,5
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"C.A. de Euskadi";"%";86,4
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Araba/Álava";"%";78,9
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Araba/Álava";"%";83,7
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Araba/Álava";"%";89,2
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Araba/Álava";"%";83,6
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Araba/Álava";"%";77
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Araba/Álava";"%";85,2
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Araba/Álava";"%";85,2
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Bizkaia";"%";86,6
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Bizkaia";"%";81,2
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Bizkaia";"%";88,1
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Bizkaia";"%";82,7
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Bizkaia";"%";74,8
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Bizkaia";"%";83,3
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Bizkaia";"%";82
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Gipuzkoa";"%";78,2
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Gipuzkoa";"%";79,9
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Gipuzkoa";"%";84,7
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Gipuzkoa";"%";85,7
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Gipuzkoa";"%";83,7
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Gipuzkoa";"%";89,6
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Total";"Gipuzkoa";"%";77,9
2021;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"C.A. de Euskadi";"%";14,7
2023;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"C.A. de Euskadi";"%";16,6
2020;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"C.A. de Euskadi";"%";13,2
2024;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"C.A. de Euskadi";"%";11,2
2022;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"C.A. de Euskadi";"%";11
2025;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"C.A. de Euskadi";"%";11,8
2019;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"C.A. de Euskadi";"%";12,3
2025;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Araba/Álava";"%";8
2022;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Araba/Álava";"%";11,1
2020;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Araba/Álava";"%";7
2021;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Araba/Álava";"%";14,5
2023;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Araba/Álava";"%";14,4
2019;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Araba/Álava";"%";10,6
2024;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Araba/Álava";"%";17,1
2020;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Bizkaia";"%";16,1
2019;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Bizkaia";"%";14,2
2025;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Bizkaia";"%";13,9
2024;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Bizkaia";"%";10,2
2021;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Bizkaia";"%";14,5
2023;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Bizkaia";"%";20,1
2022;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Bizkaia";"%";11,4
2021;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Gipuzkoa";"%";14,9
2023;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Gipuzkoa";"%";12,5
2025;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Gipuzkoa";"%";10,3
2024;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Gipuzkoa";"%";10,3
2022;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Gipuzkoa";"%";10,5
2020;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Gipuzkoa";"%";11,7
2019;"H - Programar en un lenguaje de programación";"16-24 años";"Total";"Gipuzkoa";"%";10,5
2025;"G - Usar hojas de cálculo";"16-24 años";"Total";"C.A. de Euskadi";"%";62,4
2019;"G - Usar hojas de cálculo";"16-24 años";"Total";"C.A. de Euskadi";"%";70,1
2021;"G - Usar hojas de cálculo";"16-24 años";"Total";"C.A. de Euskadi";"%";67,3
2020;"G - Usar hojas de cálculo";"16-24 años";"Total";"C.A. de Euskadi";"%";70,7
2022;"G - Usar hojas de cálculo";"16-24 años";"Total";"C.A. de Euskadi";"%";68,3
2023;"G - Usar hojas de cálculo";"16-24 años";"Total";"C.A. de Euskadi";"%";63,6
2024;"G - Usar hojas de cálculo";"16-24 años";"Total";"C.A. de Euskadi";"%";64,1
2020;"G - Usar hojas de cálculo";"16-24 años";"Total";"Araba/Álava";"%";68,9
2024;"G - Usar hojas de cálculo";"16-24 años";"Total";"Araba/Álava";"%";67,6
2021;"G - Usar hojas de cálculo";"16-24 años";"Total";"Araba/Álava";"%";61,3
2025;"G - Usar hojas de cálculo";"16-24 años";"Total";"Araba/Álava";"%";61,5
2023;"G - Usar hojas de cálculo";"16-24 años";"Total";"Araba/Álava";"%";57,8
2019;"G - Usar hojas de cálculo";"16-24 años";"Total";"Araba/Álava";"%";70
2022;"G - Usar hojas de cálculo";"16-24 años";"Total";"Araba/Álava";"%";74,6
2019;"G - Usar hojas de cálculo";"16-24 años";"Total";"Bizkaia";"%";69,1
2023;"G - Usar hojas de cálculo";"16-24 años";"Total";"Bizkaia";"%";60,9
2025;"G - Usar hojas de cálculo";"16-24 años";"Total";"Bizkaia";"%";62
2020;"G - Usar hojas de cálculo";"16-24 años";"Total";"Bizkaia";"%";68,8
2021;"G - Usar hojas de cálculo";"16-24 años";"Total";"Bizkaia";"%";64,2
2022;"G - Usar hojas de cálculo";"16-24 años";"Total";"Bizkaia";"%";69,1
2024;"G - Usar hojas de cálculo";"16-24 años";"Total";"Bizkaia";"%";60,4
2022;"G - Usar hojas de cálculo";"16-24 años";"Total";"Gipuzkoa";"%";64,6
2021;"G - Usar hojas de cálculo";"16-24 años";"Total";"Gipuzkoa";"%";74,5
2019;"G - Usar hojas de cálculo";"16-24 años";"Total";"Gipuzkoa";"%";71,5
2025;"G - Usar hojas de cálculo";"16-24 años";"Total";"Gipuzkoa";"%";63,4
2024;"G - Usar hojas de cálculo";"16-24 años";"Total";"Gipuzkoa";"%";67,8
2023;"G - Usar hojas de cálculo";"16-24 años";"Total";"Gipuzkoa";"%";70,1
2020;"G - Usar hojas de cálculo";"16-24 años";"Total";"Gipuzkoa";"%";74,4
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"C.A. de Euskadi";"%";85,2
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"C.A. de Euskadi";"%";60,9
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"C.A. de Euskadi";"%";78,1
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"C.A. de Euskadi";"%";77,6
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"C.A. de Euskadi";"%";54,3
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"C.A. de Euskadi";"%";84,9
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"C.A. de Euskadi";"%";84,6
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Araba/Álava";"%";69,4
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Araba/Álava";"%";81,7
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Araba/Álava";"%";82,3
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Araba/Álava";"%";86,9
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Araba/Álava";"%";84,7
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Araba/Álava";"%";83,9
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Araba/Álava";"%";59,3
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Bizkaia";"%";76,6
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Bizkaia";"%";88,2
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Bizkaia";"%";51,8
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Bizkaia";"%";83,9
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Bizkaia";"%";85,4
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Bizkaia";"%";76,4
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Bizkaia";"%";60,9
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Gipuzkoa";"%";78,9
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Gipuzkoa";"%";61,7
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Gipuzkoa";"%";86,2
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Gipuzkoa";"%";76,4
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Gipuzkoa";"%";80,4
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Gipuzkoa";"%";84,6
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"16-24 años";"Total";"Gipuzkoa";"%";51,8
2024;"A - Al menos una / Competencia global";"25-74 años";"Total";"C.A. de Euskadi";"%";66,5
2022;"A - Al menos una / Competencia global";"25-74 años";"Total";"C.A. de Euskadi";"%";65,3
2019;"A - Al menos una / Competencia global";"25-74 años";"Total";"C.A. de Euskadi";"%";63,8
2020;"A - Al menos una / Competencia global";"25-74 años";"Total";"C.A. de Euskadi";"%";66,6
2025;"A - Al menos una / Competencia global";"25-74 años";"Total";"C.A. de Euskadi";"%";68,6
2023;"A - Al menos una / Competencia global";"25-74 años";"Total";"C.A. de Euskadi";"%";68,3
2021;"A - Al menos una / Competencia global";"25-74 años";"Total";"C.A. de Euskadi";"%";72,2
2023;"A - Al menos una / Competencia global";"25-74 años";"Total";"Araba/Álava";"%";67,4
2024;"A - Al menos una / Competencia global";"25-74 años";"Total";"Araba/Álava";"%";66,1
2021;"A - Al menos una / Competencia global";"25-74 años";"Total";"Araba/Álava";"%";72,5
2019;"A - Al menos una / Competencia global";"25-74 años";"Total";"Araba/Álava";"%";65,5
2020;"A - Al menos una / Competencia global";"25-74 años";"Total";"Araba/Álava";"%";66,6
2025;"A - Al menos una / Competencia global";"25-74 años";"Total";"Araba/Álava";"%";68
2022;"A - Al menos una / Competencia global";"25-74 años";"Total";"Araba/Álava";"%";65,2
2025;"A - Al menos una / Competencia global";"25-74 años";"Total";"Bizkaia";"%";70,2
2021;"A - Al menos una / Competencia global";"25-74 años";"Total";"Bizkaia";"%";72,1
2019;"A - Al menos una / Competencia global";"25-74 años";"Total";"Bizkaia";"%";64,7
2023;"A - Al menos una / Competencia global";"25-74 años";"Total";"Bizkaia";"%";68,4
2024;"A - Al menos una / Competencia global";"25-74 años";"Total";"Bizkaia";"%";68
2022;"A - Al menos una / Competencia global";"25-74 años";"Total";"Bizkaia";"%";65
2020;"A - Al menos una / Competencia global";"25-74 años";"Total";"Bizkaia";"%";66,6
2024;"A - Al menos una / Competencia global";"25-74 años";"Total";"Gipuzkoa";"%";64,2
2019;"A - Al menos una / Competencia global";"25-74 años";"Total";"Gipuzkoa";"%";61,7
2021;"A - Al menos una / Competencia global";"25-74 años";"Total";"Gipuzkoa";"%";72,1
2023;"A - Al menos una / Competencia global";"25-74 años";"Total";"Gipuzkoa";"%";68,4
2022;"A - Al menos una / Competencia global";"25-74 años";"Total";"Gipuzkoa";"%";65,7
2025;"A - Al menos una / Competencia global";"25-74 años";"Total";"Gipuzkoa";"%";66,5
2020;"A - Al menos una / Competencia global";"25-74 años";"Total";"Gipuzkoa";"%";66,6
2024;"D - Instalar software o aplicaciones";"25-74 años";"Total";"C.A. de Euskadi";"%";44,8
2023;"D - Instalar software o aplicaciones";"25-74 años";"Total";"C.A. de Euskadi";"%";48,3
2025;"D - Instalar software o aplicaciones";"25-74 años";"Total";"C.A. de Euskadi";"%";43,1
2021;"D - Instalar software o aplicaciones";"25-74 años";"Total";"C.A. de Euskadi";"%";61,4
2020;"D - Instalar software o aplicaciones";"25-74 años";"Total";"C.A. de Euskadi";"%";55,2
2022;"D - Instalar software o aplicaciones";"25-74 años";"Total";"C.A. de Euskadi";"%";50,4
2019;"D - Instalar software o aplicaciones";"25-74 años";"Total";"C.A. de Euskadi";"%";50,6
2019;"D - Instalar software o aplicaciones";"25-74 años";"Total";"Araba/Álava";"%";51,3
2025;"D - Instalar software o aplicaciones";"25-74 años";"Total";"Araba/Álava";"%";44,6
2024;"D - Instalar software o aplicaciones";"25-74 años";"Total";"Araba/Álava";"%";45,9
2023;"D - Instalar software o aplicaciones";"25-74 años";"Total";"Araba/Álava";"%";49,8
2020;"D - Instalar software o aplicaciones";"25-74 años";"Total";"Araba/Álava";"%";52,9
2021;"D - Instalar software o aplicaciones";"25-74 años";"Total";"Araba/Álava";"%";62,6
2022;"D - Instalar software o aplicaciones";"25-74 años";"Total";"Araba/Álava";"%";49,9
